Providers,States,Name,Company,pct_UltraHi_ADL_2011,pct_UltraHi_ADL_2012,pct_UltraHi_ADL_2013,pct_UltraHi_ADL_2014,avg_UltraHi_ADL,PctRankUltraHi
015166,AL,DADEVILLE HEALTHCARE CENTER,PRIME MANAGEMENT,0.479243097,0.46558909,0.422345851,0.455284553,0.455615648,0.11641754
015168,AL,LITTLE SISTERS OF THE POOR,Independent,0.444186047,0.433420366,0.475793524,0.489880787,0.460820181,0.131427154
015169,AL,FLORENCE NURSING & REHAB CENTER  LLC,Independent,0.501030361,0.490686483,0.498956022,0.488098683,0.494692888,0.246170068
015171,AL,SOUTHERN SPRINGS HLTH CARE FACILITY,Independent,0.553926903,0.540106642,0.500619272,0.492145832,0.521699662,0.369596229
015174,AL,COOSA VALLEY HEALTH CARE,ADCARE HEALTH SYSTEM,0.564175218,0.588903743,0.555080338,0.571826888,0.569996547,0.656081374
015175,AL,WESLEY MANOR,METHODIST HOMES FOR THE AGING,0.508987252,0.467030468,0.506351102,0.492922565,0.493822847,0.242200583
015176,AL,CROSSVILLE HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.585636538,0.57581545,0.527257086,0.543367748,0.558019205,0.579296657
015177,AL,WOODHAVEN MANOR NURSING HOME,CROWNE MANAGEMENT,0.542280662,0.581780751,0.504927658,0.482747106,0.527934044,0.403708987
015179,AL,PARKWOOD HEALTH CARE FACILITY,CROWNE MANAGEMENT  LLC,0.537086856,0.553407561,0.497679695,0.555502239,0.535919088,0.446753086
015180,AL,GADSDEN HEALTH & REHAB,Independent,0.593188195,0.566901191,0.537327365,0.561566865,0.564745904,0.622774918
015182,AL,GEORGIANA HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.530717703,0.506980426,0.501947308,0.490364607,0.507502511,0.303293432
015183,AL,EIGHT MILE NURSING & REHAB CTR  LLC,Independent,0.513362787,0.494212663,0.48399868,0.475425544,0.491749919,0.234509707
015184,AL,CLOVERDALE HEALTH CARE  INC.,TRINITY MANAGEMENT  INC,0.435172183,0.447753696,0.404836916,0.42370143,0.427866056,0.056565155
015186,AL,GLEN HAVEN HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.560508193,0.540400053,0.541458872,0.533163715,0.543882708,0.49184395
015187,AL,MOUNDVILLE HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.514050558,0.600634782,0.478111588,0.461858389,0.513663829,0.330893754
015188,AL,JACKSON HEALTH CARE FACILITY,CROWNE MANAGEMENT  LLC,0.513250263,0.531084734,0.508992806,0.484445354,0.509443289,0.312224772
015189,AL,GOLDEN LIVING-PELL CITY,BEI,0.609512463,0.562450194,0.572943349,0.604768125,0.587418533,0.762575203
015191,AL,BROWN NURSING HOME,CROWNE MANAGEMENT LLC,0.409584087,0.493073434,0.476826653,0.484516616,0.466000198,0.146312721
015192,AL,ARBOR SPRINGS HEALTH & REHAB CENTER,Independent,0.621137603,0.562491763,0.567822259,0.559137028,0.577647163,0.705265769
015193,AL,CROWNE HEALTH CARE OF GREENVILLE,CROWNE MANAGEMENT. LLC,0.586702281,0.56932819,0.52212785,0.536609774,0.553692024,0.550207778
015194,AL,PIEDMONT HEALTH CARE CENTER,Independent,0.585027153,0.565425576,0.589825531,0.570715622,0.577748471,0.706196117
015195,AL,VILLAGE AT COOK SPRINGS,NOLAND HEALTH SERVICES,0.623686482,0.535083643,0.55061277,0.572588083,0.570492745,0.659430627
015196,AL,GOLDEN LIVING-LANETT,GGNSC,0.538985067,0.556069892,0.534615385,0.579782328,0.552363168,0.542330832
015197,AL,LAFAYETTE EXTENDED CARE,PRIME MANAGEMENT,0.432829374,0.369895537,0.49556775,0.351130164,0.412355706,0.034608944
015199,AL,CROWNE HEALTH CARE OF EUFAULA,CROWNE MANAGEMENT  LLC,0.51425963,0.510372475,0.538780511,0.480817698,0.511057578,0.319667556
015200,AL,CHEROKEE COUNTY HEALTH & REHAB CTR,Independent,0.627813907,0.621717112,0.608895138,0.597077518,0.613875919,0.880791416
015201,AL,GENERATIONS OF RED BAY  LLC,Independent,0.537034394,0.482911673,0.537924528,0.50465313,0.515630932,0.34032128
015202,AL,MCGUFFEY HEALTH CARE CENTER,TURENNE & ASSOCIATES  LLC,0.497037473,0.549079875,0.594530991,0.567303501,0.55198796,0.540346089
015203,AL,ATTALLA HEALTH CARE,ADCARE HEALTH SYSTEM,0.490478275,0.542449664,0.5436872,0.545377707,0.530498212,0.417292067
015204,AL,GOODWATER HEALTHCARE CENTER,PRIME MANAGEMENT,0.528156054,0.519499632,0.488319518,0.440194715,0.49404248,0.243379024
015206,AL,DECATUR HEALTH & REHAB,USA HEALTHCARE-ALABAMA  LLC,0.611909212,0.534151046,0.528172707,0.503330707,0.544390918,0.495503318
015207,AL,COLLINSVILLE HEALTHCARE/REHAB,Independent,0.503326233,0.518519823,0.501026273,0.455679217,0.494637886,0.245673882
015208,AL,OZARK HEALTH & REHABILITATION  LLC,NHS MANAGEMENT LLC,0.498776854,0.528517732,0.494876018,0.438790991,0.490240398,0.229361781
015209,AL,GOLDEN LIVING-MEADOWOOD,GGNSC,0.609929387,0.573525872,0.562510368,0.56633849,0.578076029,0.708118836
015210,AL,OPP HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.537861694,0.535157895,0.497028072,0.496741193,0.516697213,0.345407182
015211,AL,TWIN OAKS NURSING HOME,BALL HEALTHCARE SERVICES  INC.,0.517552941,0.614402553,0.624048706,0.609233098,0.591309325,0.78211251
015212,AL,SELF HEALTH CARE AND REHAB CENTER,Independent,0.615678776,0.553549715,0.598269601,0.554249426,0.580436879,0.72331452
015213,AL,TROY HEALTH & REHAB CENTER,THE WISDOM GROUP  INC.,0.497066951,0.504441178,0.498700666,0.515268226,0.503869255,0.286050983
015214,AL,MADISON MANOR NURSING HOME,CROWNE MANAGEMENT  LLC,0.599755368,0.541043162,0.617112059,0.551476318,0.577346727,0.703281027
015216,AL,OAKVIEW MANOR,THE WISDOM GROUP  INC,0.483147576,0.463639201,0.449854703,0.424831642,0.45536828,0.115673262
015217,AL,BIRMINGHAM NURSING & REHAB CTR  LLC,Independent,0.491645861,0.498690109,0.515912683,0.492164917,0.499603393,0.265397259
015220,AL,THOMASVILLE HEALTH CARE & REHAB CTR,Independent,0.613489125,0.663394728,0.579192366,0.586729041,0.610701315,0.869193078
015221,AL,CHAPMAN HEALTHCARE CENTER  INC.,Independent,0.507544323,0.48280041,0.448481353,0.468252212,0.476769575,0.181852013
015222,AL,FAIRHOPE HEALTH & REHAB,C ROSS MANAGEMENT  LLC,0.475684932,0.491884478,0.447142749,0.410510213,0.456305593,0.118030143
015223,AL,NORTHSIDE HEALTH CARE,DIVERSICARE HEALTHCARE SERVICES INC.,0.599616314,0.571394899,0.602067869,0.54501268,0.57952294,0.717732432
015227,AL,GENERATIONS OF VERNON  LLC,Independent,0.596454988,0.579309357,0.535323539,0.5569451,0.567008246,0.636482044
015228,AL,CEDAR CREST NURSING HOME,SAVA SENIOR CARE EQUITY HOLDINGS,0.567339873,0.519784742,0.614303583,0.586796423,0.572056155,0.669726478
015303,AL,FAIRVIEW HEALTH & REHAB CENTER,SAVA SENIOR CARE EQUITY HOLDINGS,0.616886064,0.53854591,0.487120571,0.53791916,0.545117927,0.499844942
015315,AL,RIDGEWOOD HEALTH SERVICES  INC.,KELLEY HEALTH HOLDINGS  INC.,0.611647972,0.550788955,0.585231952,0.62871685,0.594096432,0.796749984
015320,AL,ENTERPRISE NURSING HOME,Independent,0.542131589,0.502111298,0.53565073,0.548479335,0.532093238,0.42529306
015321,AL,SOUTH HAVEN HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.472839909,0.536068875,0.519485632,0.510440382,0.509708699,0.313093097
015322,AL,ENGLEWOOD HEALTH CARE CENTER,CROWNE MANAGEMENT  LLC,0.560418332,0.50719543,0.525081267,0.461687682,0.513595678,0.330583638
015326,AL,PARK MANOR HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.562821647,0.541260271,0.47239613,0.498108856,0.518646726,0.354648639
015330,AL,MARENGO COUNTY NURSING HOME,Independent,0.584451544,0.601783518,0.702825429,0.584841629,0.61847553,0.898468027
015331,AL,PHENIX CITY HEALTHCARE  INC.,THE HUIE GROUP  INC.,0.47399605,0.471319758,0.434966216,0.381935805,0.440554457,0.08168455
015336,AL,LUVERNE HEALTH & REHABILITATION  LLC,NHS MANAGEMENT LLC,0.560007219,0.537404138,0.529266136,0.586214006,0.553222875,0.546672455
015361,AL,LAUDERDALE CHRISTIAN NURSING HOME,Independent,0.607751938,0.400213447,0.498729352,0.517361111,0.506013962,0.295850648
015369,AL,OAKS ON PARKWOOD,NOLAND HEALTH SERVICES,0.6078828,0.604906887,0.540902727,0.616525424,0.59255446,0.788252807
015371,AL,HERITAGE HEALTH CARE & REHAB  INC.,Independent,0.611334616,0.583722969,0.576669802,0.602392791,0.593530045,0.792966569
015372,AL,REGENCY HEALTH CARE & REHAB CENTER,REGENCY SENIOR LIVING,0.459854824,0.452856333,0.425573394,0.436875345,0.443789974,0.088817218
015373,AL,HENRY COUNTY NURSING HOME,Independent,0.482016072,0.479157602,0.450288396,0.452040338,0.465875602,0.145816535
015374,AL,CAMDEN NURSING HOME  INC.,Independent,0.503560529,0.504190362,0.518473757,0.494280812,0.505126365,0.291757117
015375,AL,BECKWOOD MANOR,Independent,0.611246944,0.465507246,0.419146184,0.512476008,0.502094095,0.276437388
015376,AL,GOLDEN LIVING-WINFIELD,GGNSC,0.579328128,0.565090674,0.578382985,0.617072669,0.584968614,0.748557961
015378,AL,MARSHALL MANOR NURSING HOME,PRESTON HEALTH SERVICES,0.624362895,0.639793873,0.630521372,0.636677135,0.632838819,0.941264033
015379,AL,MOBILE NURSING & REHAB CENTER  LLC,Independent,0.561713412,0.581327921,0.598909455,0.620418306,0.590592274,0.778453141
015381,AL,WESTMINSTER VILLAGE,Independent,0.612215909,0.621323529,0.603813559,0.546214356,0.595891838,0.804750977
015382,AL,CANTERBURY HEALTH CARE,DIVERSICARE HEALTHCARE SERVICES INC.,0.575423539,0.561035584,0.555787311,0.583386468,0.568908225,0.648266452
015383,AL,WOODLAND VILLAGE HEALTH CARE CENTER,USA HEALTHCARE-ALABAMA LLC,0.591263575,0.581026895,0.529012329,0.535128842,0.55910791,0.585995162
015386,AL,ADAMS NURSING HOME,USA HEALTHCARE ALABAMA,0.553086049,0.526699863,0.540907298,0.49556314,0.529064087,0.409539168
015388,AL,EAST GLEN,NOLAND HEALTH SERVICES,0.635361471,0.57260439,0.516520795,0.572154356,0.574160253,0.683433604
015390,AL,CAPITOL HILL HEALTHCARE CENTER,TURENNE & ASSOCIATES  LLC,0.593091922,0.600295304,0.580774555,0.572183991,0.586586443,0.757551324
015391,AL,JACKSONVILLE HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.550746558,0.532474651,0.549516124,0.543609609,0.544086736,0.493084414
015392,AL,CYPRESS COVE CENTER,GENESIS HEALTHCARE,0.618093893,0.56235404,0.59541307,0.599638966,0.593874992,0.795075358
015393,AL,CROWNE HEALTH CARE OF MONTGOMERY,CROWNE MANAGEMENT LLC,0.541336168,0.502634072,0.546193199,0.537939385,0.532025706,0.424858897
015396,AL,COLONIAL HAVEN,AMERICAN HEALTH CORPORATION,0.478880407,0.468185389,0.499418605,0.522878536,0.492340734,0.236804565
015397,AL,WINDSOR HOUSE,DIVERSICARE HEALTHCARE SERVICES INC.,0.607260509,0.555872031,0.53946813,0.518898488,0.555374789,0.561992185
015398,AL,MONROE MANOR NURSING HOME,BALL HEALTHCARE SERVICES,0.502840246,0.510845464,0.600390209,0.574383164,0.547114771,0.512559697
015400,AL,ST. CLAIR HEALTH & REHAB  INC.,TRINITY MANAGEMENT  INC.,0.4,0.442692799,0.425073457,0.344380952,0.403036802,0.023444768
015402,AL,EL REPOSO NURSING FACILITY,Independent,0.409888357,0.382161843,0.266666667,0.449197861,0.376978682,0.007132668
015403,AL,PALM GARDENS HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.601882829,0.49740022,0.550644227,0.580912536,0.557709953,0.577125845
015404,AL,GOLDEN LIVING-HUEYTOWN,GGNSC,0.599227426,0.649005543,0.606558858,0.562647754,0.604359895,0.842026918
015406,AL,GRAND BAY CONVALESCENT HOME  INC.,Independent,0.62219034,0.5578369,0.602486048,0.684429066,0.616735588,0.893196055
015411,AL,SHELBY RIDGE NURSING HOME,SCHMIDT WALLACE HEALTHCARE MGT CO,0.636334913,0.603794067,0.606155817,0.578682824,0.606241906,0.849841841
015413,AL,LIGHTHOUSE CONVALESCENT HOME,BALL HEALTHCARE SERVICES,0.467654228,0.571633871,0.563351146,0.596238373,0.549719405,0.528375612
015414,AL,LAFAYETTE NURSING HOME  LLC,Independent,0.457020057,0.462051092,0.504314064,0.475582686,0.474741975,0.174161136
015415,AL,SPRING HILL MANOR NURSING HOME,Independent,0.612771739,0.549898167,0.342213115,0.633684211,0.534641808,0.440178627
015416,AL,ANDALUSIA MANOR,SASSER ENTERPRISES  INC.,0.498590441,0.500848981,0.475797089,0.487852235,0.490772187,0.2312845
015417,AL,OAKWOOD-NORTH BALDWIN,INFIRMARY HEALTH SYS,0.50061703,0.42042042,0.466138091,0.405968468,0.448286002,0.098864976
015419,AL,HARTFORD HEALTH CARE,DIVERSICARE HEALTHCARE SERVICES INC.,0.639471976,0.598140269,0.600298954,0.587612493,0.606380923,0.850462073
015420,AL,CUMBERLAND HEALTH & REHAB,JACKSON CO HC AUTHORITY,0.435777006,0.395937234,0.460730426,0.561834249,0.463569729,0.138869937
015423,AL,HANOVER HEALTH & REHABILITATION,BROOKDALE SENIOR LIVING,0.679218903,0.642636139,0.632831308,0.590670809,0.63633929,0.948892886
015424,AL,ROANOKE HEALTH CARE CENTER,BALL HEALTHCARE SERVICES,0.514942529,0.464318182,0.511060791,0.633459836,0.530945334,0.419835018
015425,AL,WESTSIDE TERRACE,TURENNE & ASSOCIATES  LLC,0.607740654,0.604560977,0.600346241,0.607965723,0.605153399,0.845314147
015426,AL,CROWNE HEALTH CARE OF SPRINGHILL,CROWNE MANAGEMENT  LLC,0.686284118,0.668516896,0.67173913,0.644032514,0.667643165,0.99261924
015429,AL,SEA BREEZE HEALTH CARE CENTER,Independent,0.586014851,0.544702544,0.498113208,0.581137007,0.552491903,0.542951064
015431,AL,VALLEY VIEW HEALTH & REHAB  LLC,NHS MANAGEMENT LLC,0.590662926,0.577396199,0.605164348,0.592554549,0.591444505,0.782670719
015433,AL,ST. MARTINS IN THE PINES,Independent,0.578202019,0.577612638,0.574500998,0.584146772,0.578615607,0.712336414
015434,AL,LYNWOOD NURSING HOME,DIVERSICARE HEALTHCARE SERVICES INC.,0.581423286,0.565411568,0.570252836,0.493699143,0.552696708,0.544067481
015435,AL,SPRINGHILL SENIOR RESIDENCE,SOUTHERN MEDICAL HEALTH SYSTEMS,0.585861605,0.59824148,0.544613877,0.533340718,0.56551442,0.627302611
015436,AL,HILLVIEW TERRACE,SCHMIDT WALLACE HEALTHCARE MGMT CO,0.640416412,0.60610084,0.60040238,0.608714204,0.613908459,0.881039509
